transaction_id,transaction_date,customer_id,product,region,quantity,price,payment_method,revenue
231,2026-06-01,107,Monitor,Bandung,5,11847248,cash,59236240
232,2026-06-04,198,Monitor,Bandung,5,2294599,credit_card,11472995
233,2026-06-10,62,Laptop,Jakarta,5,939643,bank_transfer,4698215
234,2026-06-03,94,Keyboard,Bandung,2,10505046,cash,21010092
235,2026-06-05,28,Mouse,Jakarta,3,1557759,cash,4673277
236,2026-06-11,162,Mouse,Makassar,1,486482,bank_transfer,486482
237,2026-06-05,89,Monitor,Bandung,2,6145430,ewallet,12290860
238,2026-06-08,47,Keyboard,Makassar,2,8459906,cash,16919812
239,2026-06-04,98,Laptop,Jakarta,5,258906,credit_card,1294530
240,2026-06-04,68,Mouse,Bandung,5,3860737,ewallet,19303685
241,2026-06-06,24,Keyboard,Surabaya,5,709993,ewallet,3549965
242,2026-06-08,71,Mouse,Bandung,4,11481843,ewallet,45927372
243,2026-06-10,166,Keyboard,Bandung,3,14571603,bank_transfer,43714809
244,2026-06-01,169,Keyboard,Jakarta,1,13446535,ewallet,13446535
245,2026-06-06,13,Headset,Makassar,4,10026570,ewallet,40106280
246,2026-06-02,137,Monitor,Surabaya,5,4593295,bank_transfer,22966475
247,2026-06-10,108,Keyboard,Medan,4,3981241,credit_card,15924964
248,2026-06-02,64,Mouse,Makassar,1,14377133,bank_transfer,14377133
249,2026-06-02,183,Headset,Surabaya,3,8161336,cash,24484008
250,2026-06-09,168,Laptop,Medan,2,4111001,credit_card,8222002
251,2026-06-01,149,Keyboard,Makassar,5,13018404,bank_transfer,65092020
252,2026-06-04,125,Monitor,Bandung,1,14846414,bank_transfer,14846414
253,2026-06-06,194,Monitor,Medan,3,5104355,bank_transfer,15313065
254,2026-06-05,156,Keyboard,Surabaya,1,13044422,credit_card,13044422
255,2026-06-04,117,Keyboard,Medan,3,13413170,bank_transfer,40239510
256,2026-06-04,37,Keyboard,Jakarta,5,1614568,credit_card,8072840
257,2026-06-02,26,Monitor,Surabaya,3,12169924,bank_transfer,36509772
258,2026-06-03,44,Keyboard,Medan,5,1785999,credit_card,8929995
259,2026-06-03,17,Laptop,Surabaya,4,11807965,credit_card,47231860
260,2026-06-05,139,Headset,Surabaya,2,6723674,cash,13447348
261,2026-06-08,46,Monitor,Bandung,3,5042822,bank_transfer,15128466
262,2026-06-03,22,Headset,Jakarta,1,2772877,bank_transfer,2772877
263,2026-06-08,17,Headset,Bandung,5,11693792,cash,58468960
264,2026-06-04,77,Laptop,Surabaya,5,14939637,ewallet,74698185
265,2026-06-10,199,Headset,Bandung,2,12472766,cash,24945532
266,2026-06-10,128,Headset,Surabaya,2,14054215,credit_card,28108430
267,2026-06-03,120,Laptop,Surabaya,1,14573076,bank_transfer,14573076
268,2026-06-08,68,Laptop,Bandung,1,13195443,bank_transfer,13195443
269,2026-06-08,32,Monitor,Makassar,3,3600478,ewallet,10801434
270,2026-06-03,144,Laptop,Medan,5,4918652,bank_transfer,24593260
271,2026-06-10,138,Laptop,Makassar,4,9948478,ewallet,39793912
272,2026-06-06,145,Headset,Medan,1,7984190,cash,7984190
273,2026-06-11,126,Keyboard,Jakarta,5,14508769,credit_card,72543845
274,2026-06-09,77,Mouse,Makassar,5,3089586,ewallet,15447930
275,2026-06-03,17,Headset,Jakarta,4,14914988,ewallet,59659952
276,2026-06-07,176,Keyboard,Makassar,5,7765641,ewallet,38828205
277,2026-06-10,153,Keyboard,Surabaya,2,6365909,ewallet,12731818
278,2026-06-06,190,Headset,Surabaya,5,12286900,credit_card,61434500
279,2026-06-10,14,Monitor,Bandung,3,10504473,cash,31513419
280,2026-06-10,29,Headset,Bandung,2,8568620,bank_transfer,17137240
281,2026-06-02,121,Laptop,Jakarta,3,2695097,credit_card,8085291
282,2026-06-11,182,Headset,Bandung,1,14261145,cash,14261145
283,2026-06-07,193,Mouse,Jakarta,3,1980145,ewallet,5940435
284,2026-06-06,102,Keyboard,Surabaya,1,14502122,credit_card,14502122
285,2026-06-04,174,Headset,Bandung,1,7642984,ewallet,7642984
286,2026-06-08,36,Keyboard,Surabaya,4,9578175,credit_card,38312700
287,2026-06-09,135,Monitor,Jakarta,5,13604447,ewallet,68022235
288,2026-06-06,61,Keyboard,Makassar,2,13574684,bank_transfer,27149368
289,2026-06-08,6,Monitor,Surabaya,4,13488093,ewallet,53952372
290,2026-06-09,53,Monitor,Surabaya,4,12438095,credit_card,49752380
291,2026-06-03,72,Laptop,Jakarta,1,13191390,bank_transfer,13191390
292,2026-06-03,152,Laptop,Bandung,5,8983242,ewallet,44916210
293,2026-06-05,48,Mouse,Medan,3,8982359,credit_card,26947077
294,2026-06-08,105,Mouse,Surabaya,4,6657509,cash,26630036
295,2026-06-05,167,Monitor,Makassar,4,1550332,cash,6201328
296,2026-06-06,131,Monitor,Medan,5,6845473,bank_transfer,34227365
297,2026-06-07,91,Mouse,Surabaya,5,3294443,bank_transfer,16472215
298,2026-06-06,126,Keyboard,Surabaya,3,7658081,cash,22974243
299,2026-06-05,190,Monitor,Medan,1,351848,credit_card,351848
300,2026-06-10,106,Headset,Makassar,2,3695593,cash,7391186
301,2026-06-03,34,Laptop,Jakarta,5,5018429,cash,25092145
302,2026-06-05,5,Mouse,Bandung,1,4803867,ewallet,4803867
303,2026-06-04,88,Mouse,Jakarta,1,8461293,credit_card,8461293
304,2026-06-07,63,Mouse,Medan,5,2735626,credit_card,13678130
305,2026-06-02,66,Mouse,Jakarta,4,10784292,credit_card,43137168
306,2026-06-09,10,Keyboard,Makassar,3,13192975,bank_transfer,39578925
307,2026-06-09,15,Monitor,Surabaya,3,7258442,bank_transfer,21775326
308,2026-06-09,4,Laptop,Surabaya,1,710750,bank_transfer,710750
309,2026-06-04,4,Monitor,Medan,4,146622,ewallet,586488
310,2026-06-09,157,Mouse,Makassar,5,11737815,ewallet,58689075
311,2026-06-08,52,Keyboard,Makassar,1,1167918,cash,1167918
312,2026-06-09,95,Laptop,Medan,2,433904,cash,867808
313,2026-06-09,105,Laptop,Bandung,2,6269701,ewallet,12539402
314,2026-06-07,29,Mouse,Makassar,3,7076877,credit_card,21230631
315,2026-06-11,158,Monitor,Surabaya,3,9562118,ewallet,28686354
316,2026-06-04,45,Headset,Medan,5,10109859,ewallet,50549295
317,2026-06-08,125,Headset,Bandung,5,12265041,ewallet,61325205
318,2026-06-05,50,Headset,Surabaya,3,7246531,cash,21739593
319,2026-06-11,120,Mouse,Bandung,1,14286552,credit_card,14286552
320,2026-06-05,121,Laptop,Medan,5,2167844,ewallet,10839220
321,2026-06-07,5,Headset,Bandung,1,6768090,credit_card,6768090
322,2026-06-04,171,Headset,Makassar,3,339209,cash,1017627
323,2026-06-06,128,Mouse,Surabaya,2,11175084,cash,22350168
324,2026-06-08,109,Headset,Makassar,5,5982313,bank_transfer,29911565
325,2026-06-01,156,Headset,Bandung,5,6048131,ewallet,30240655
326,2026-06-09,105,Laptop,Medan,3,7791958,cash,23375874
327,2026-06-09,196,Mouse,Jakarta,4,1037127,bank_transfer,4148508
328,2026-06-01,48,Mouse,Medan,5,12755081,cash,63775405
329,2026-06-09,68,Mouse,Medan,1,9772646,ewallet,9772646
330,2026-06-08,111,Headset,Bandung,2,11922121,ewallet,23844242
331,2026-06-06,23,Laptop,Makassar,2,14326370,credit_card,28652740
332,2026-06-01,199,Laptop,Makassar,5,10519147,bank_transfer,52595735
333,2026-06-08,99,Headset,Surabaya,1,9105731,ewallet,9105731
334,2026-06-10,196,Keyboard,Medan,3,3937298,cash,11811894
335,2026-06-09,179,Keyboard,Makassar,3,2856833,credit_card,8570499
336,2026-06-08,56,Mouse,Bandung,5,13472322,ewallet,67361610
337,2026-06-08,164,Keyboard,Medan,2,8614495,cash,17228990
338,2026-06-02,81,Keyboard,Jakarta,2,6259397,credit_card,12518794
339,2026-06-08,44,Keyboard,Makassar,4,10956846,cash,43827384
340,2026-06-09,196,Monitor,Bandung,5,5515475,cash,27577375
341,2026-06-09,100,Keyboard,Makassar,1,174663,cash,174663
342,2026-06-11,78,Mouse,Surabaya,3,4848370,bank_transfer,14545110
343,2026-06-09,119,Laptop,Makassar,2,12274770,bank_transfer,24549540
344,2026-06-06,133,Headset,Makassar,1,4708659,cash,4708659
345,2026-06-07,183,Laptop,Surabaya,1,9690226,bank_transfer,9690226
346,2026-06-07,156,Keyboard,Bandung,2,1916663,cash,3833326
347,2026-06-10,115,Keyboard,Bandung,4,14409698,credit_card,57638792
348,2026-06-03,128,Mouse,Surabaya,4,14390435,bank_transfer,57561740
349,2026-06-04,25,Headset,Jakarta,2,9652474,credit_card,19304948
350,2026-06-07,25,Monitor,Jakarta,2,12822828,cash,25645656
351,2026-06-03,141,Monitor,Medan,5,7126386,cash,35631930
352,2026-06-07,16,Headset,Jakarta,5,2090376,bank_transfer,10451880
353,2026-06-02,170,Mouse,Bandung,3,12393682,bank_transfer,37181046
354,2026-06-05,179,Monitor,Bandung,3,11905242,cash,35715726
355,2026-06-08,3,Mouse,Medan,2,5004225,ewallet,10008450
356,2026-06-02,116,Monitor,Bandung,2,13249190,bank_transfer,26498380
357,2026-06-05,165,Mouse,Bandung,1,5134186,ewallet,5134186
358,2026-06-06,140,Mouse,Bandung,2,2072653,bank_transfer,4145306
359,2026-06-03,35,Headset,Surabaya,2,801077,bank_transfer,1602154
360,2026-06-04,81,Mouse,Bandung,4,8200668,bank_transfer,32802672
361,2026-06-11,146,Laptop,Bandung,4,5570958,credit_card,22283832
362,2026-06-05,186,Headset,Surabaya,5,1169428,credit_card,5847140
363,2026-06-09,8,Headset,Makassar,5,7871832,credit_card,39359160
364,2026-06-03,112,Keyboard,Surabaya,3,897383,credit_card,2692149
365,2026-06-07,82,Keyboard,Medan,1,12835670,credit_card,12835670
366,2026-06-06,65,Mouse,Medan,2,2109747,bank_transfer,4219494
367,2026-06-01,135,Keyboard,Makassar,4,5547613,bank_transfer,22190452
368,2026-06-05,104,Keyboard,Makassar,1,14183018,bank_transfer,14183018
369,2026-06-03,125,Laptop,Bandung,3,7709581,bank_transfer,23128743
370,2026-06-09,23,Headset,Jakarta,4,10822617,bank_transfer,43290468
371,2026-06-10,138,Mouse,Jakarta,5,4393265,ewallet,21966325
372,2026-06-05,59,Headset,Jakarta,1,5507104,ewallet,5507104
373,2026-06-03,191,Keyboard,Makassar,3,9091400,cash,27274200
374,2026-06-08,67,Keyboard,Bandung,5,7189914,cash,35949570
375,2026-06-01,117,Monitor,Makassar,4,10907886,ewallet,43631544
376,2026-06-11,88,Headset,Bandung,3,1975409,credit_card,5926227
377,2026-06-01,182,Mouse,Jakarta,3,13513402,credit_card,40540206
378,2026-06-04,167,Headset,Jakarta,4,10781447,bank_transfer,43125788
379,2026-06-05,121,Mouse,Bandung,4,12477788,cash,49911152
380,2026-06-03,82,Monitor,Bandung,2,2887571,ewallet,5775142
381,2026-06-10,112,Keyboard,Jakarta,1,10809606,bank_transfer,10809606
382,2026-06-02,125,Mouse,Bandung,4,3604945,ewallet,14419780
383,2026-06-02,144,Mouse,Jakarta,4,1987515,credit_card,7950060
384,2026-06-05,106,Monitor,Medan,4,7751227,credit_card,31004908
385,2026-06-03,137,Monitor,Bandung,3,7399227,ewallet,22197681
